882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,884
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,785,785,785,785,785,785,786,787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,785,785,818,818,818,818,818,785,785,785,785,785,785,785,785,785,785,785,786,787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,785,786,787,-1,-1,-1,-1,-1,-1,785,786,787,787,787,787,785,818,818,851,851,851,851,851,818,818,818,818,818,818,818,818,818,818,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,786,787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,818,785,785,786,787,-1,-1,-1,-1,785,786,787,820,820,785,818,851,851,851,852,853,-1,-1,851,851,851,851,851,851,851,851,851,851,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,785,785,785,786,787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,851,818,785,785,786,787,-1,-1,-1,785,786,787,853,785,818,851,851,852,853,820,820,787,787,787,787,-1,-1,-1,-1,-1,-1,-1,-1,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,818,818,818,785,785,786,787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,851,818,785,785,786,787,-1,-1,785,786,785,785,818,851,851,852,853,853,853,853,820,820,820,820,787,787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,785,786,787,787,787,787,787,787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,851,851,851,818,785,785,786,787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,851,818,818,785,785,786,787,785,785,818,818,851,851,852,853,-1,-1,851,852,853,853,853,853,820,820,787,787,787,787,787,787,787,787,785,785,785,785,785,785,785,785,785,786,787,820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,851,818,785,785,786,787,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,851,851,818,818,785,786,818,818,851,851,851,852,853,787,787,787,787,787,787,851,852,853,853,853,820,820,820,820,820,820,820,820,787,787,787,818,818,818,818,818,818,785,785,785,785,785,785,785,785,786,787,787,787,787,787,787,787,787,787,-1,-1,-1,851,818,785,786,787,-1,-1,-1,-1,-1,-1,-1,-1,-1
